title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
Color Abstraction,Augusto Giacometti,Swiss,Male,1877,1947,1903,1903,Drawings
Untitled,Robert Morris,American,Male,1931,,1963,1963,Painting & Sculpture
Donated Object: Licorice,William Pope.L,American,Male,1955,,2003,2003,Prints & Illustrated Books
The Settlement from a Distance,Pudlo Pudlat,Canadian,Male,1916,1992,1982,1982,Prints & Illustrated Books
Chair (Perspective sketch),Ludwig Mies van der Rohe,American,Male,1886,1969,1926,1946,Architecture & Design
Untitled,Rachel Harrison,American,Female,1966,,1999,1999,Drawings
In-text plate (page 31) from TAGEBÜCHER,Antonio Saura,Spanish,Male,1930,1998,1988,1988,Prints & Illustrated Books
Prohibition,Wilhelm Sasnal,Polish,Male,1972,,2005,2005,Drawings
Barcelona armchair (Side elevation),Ludwig Mies van der Rohe,American,Male,1886,1969,1931,1932,Architecture & Design
"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Elevation, plans, and sections. Two platforms with undulating textile racks.)",Lilly Reich,German,Female,1885,1947,1937,1937,Architecture & Design
In-text plate (page 3) from DAPHNIS ET CHLOÉ,Pierre Bonnard,French,Male,1867,1947,1902,1902,Prints & Illustrated Books
Web,Philip Guston,American,Male,1913,1980,1975,1975,Painting & Sculpture
"Remodeling of the Apartment of G. Büren, Wannsee, Berlin, Germany, Inset cupboards. Elevations and sections",Lilly Reich,German,Female,1885,1947,1938,1938,Architecture & Design
Der Europäische Familienzwist (The European family quarrel),Otl Aicher (also known as Otto Aicher),German,Male,1922,1991,1950,1950,Architecture & Design
Untitled from White Modernism,Josiah McElheny,American,Male,1966,,2008,2008,Prints & Illustrated Books
Plate (folio 18) from MICROCOSME,Zwi Milshtein,Israeli,Male,1934,,1965,1965,Prints & Illustrated Books
Plate (folio 66) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,Chilean,Male,1911,2002,1991,1991,Prints & Illustrated Books
"No 1 Memory Matrix, collage study for Universal Electronic Vacuum",Eduardo Paolozzi,British,Male,1924,2005,1967,1967,Drawings
Untitled #255,José Antonio Suárez Londoño,Colombian,Male,1955,,2008,2008,Prints & Illustrated Books
"Pedestrian City project, Hypostyle Courtyard (Perspective)",Roger C. Ferri,American,Male,1949,1991,1979,1979,Architecture & Design
Basil. Costume Design for The Picture of Dorian Gray,Jim Dine,American,Male,1935,,1967,1967,Drawings
In-text plate (folio 8) from BIOTHERM,Jim Dine,American,Male,1935,,1989,1990,Prints & Illustrated Books
In No Time by Underground (Poster for London Transport),Unkn Graph Art/des - British,British,Other/Unknown,,,1935,1935,Architecture & Design
Tailpiece (page 27) from DINGO,Pierre Bonnard,French,Male,1867,1947,1924,1924,Prints & Illustrated Books
I Got Up...,On Kawara,Japanese,Male,1933,,1977,1977,Painting & Sculpture
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),Antoni Llena,Spanish,Male,1942,,2016,2016,Drawings
Art & Project Bulletin #28,Hanne Darboven,German,Female,1941,2009,1970,1970,Prints & Illustrated Books
"Variant of headpiece from page 17 (supplementary suite, plate 9) from DIALOGUES DES COURTISANES",Aristide Maillol,French,Male,1861,1944,1944,1948,Prints & Illustrated Books
Plate (folio 8) from SELF PORTRAITS,James Brown,American,Male,1951,,1983,1983,Prints & Illustrated Books
Monkey Island: Travelogue,Mike Kelley,American,Male,1954,2012,1982,1983,Drawings
Yolk,Kiki Smith,American,Female,1954,,1999,1999,Prints & Illustrated Books
Headpiece (page 71) from SAGESSE,Maurice Denis,French,Male,1870,1943,1889,1911,Prints & Illustrated Books
Mountain 2003 (Berg 2003) from Architecture Models 1980-2006 (Architektur Modelle 1980-2006),Thomas Schütte,German,Male,1954,,2006,2006,Prints & Illustrated Books
Plate (folio 12) from GÉOGRAPHIE ANIMALE,Jean Lurçat,French,Male,1892,1966,1948,1948,Prints & Illustrated Books
Aspirator,Oskar Kogoj,Yugoslav,Male,1942,,1974,1974,Architecture & Design
PALAZZO DARIO from the portfolio VIEWS OF VENICE (Vedute di Venezia),Antonio Frasconi,American,Male,1919,2013,1969,1969,Prints & Illustrated Books
Blue Stone,Terry Winters,American,Male,1949,,2010,2010,Prints & Illustrated Books
Untitled,Bill Owens,American,Male,1938,,1973,1973,Photography
Untitled,U.S. Army Signal Corps,American,Other/Unknown,,,1944,1945,Photography
"DEPARTURE ON HORSEBACK, proof of second stone (unbound supplementary suite) from L'HOMME DU COMMUN",Jean Dubuffet,French,Male,1901,1985,1944,1944,Prints & Illustrated Books
Crinkled Sheer Fabric,Junichi Arai,Japanese,Male,1932,,1995,1995,Architecture & Design
In-text plate (page 5) from LA 628-E8,Pierre Bonnard,French,Male,1867,1947,1908,1908,Prints & Illustrated Books
Farmer’s Child,August Sander,German,Male,1876,1964,1919,1919,Photography
Variant of plate from page 141 (supplementary suite) from FLORILÈGE DES AMOURS,Henri Matisse,French,Male,1869,1954,1941,1948,Prints & Illustrated Books
Hidden Structures 5,Dóra Maurer,Hungarian,Female,1937,,1977,1980,Drawings
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,American,Male,1887,1968,1934,1934,Prints & Illustrated Books
Untitled,Valérie Belin,French,Female,1964,,2008,2008,Photography
"THEN MOSES STRETCHED FOORTH HIS HANDE TOWARDE HEAVEN, AND THERE WAS A BLACKE DARKENESSE IN ALL THE LANDE OF EGYPT (plate, page 43) from THE STORY OF THE EXODUS",Marc Chagall,French,Male,1887,1985,1966,1966,Prints & Illustrated Books
Planting Coffee Seed at Las Nubes,Eadweard J. Muybridge,American,Male,1830,1904,1875,1875,Photography
Poster of the French National Railroad,Album-miscellaneous,Various,Other/Unknown,,,1900,1943,Architecture & Design
Tailpiece (page 173) from DINGO,Pierre Bonnard,French,Male,1867,1947,1924,1924,Prints & Illustrated Books
Untitled A,Kiki Smith,American,Female,1954,,2009,2009,Prints & Illustrated Books
Wandering Circus. Clown and Acrobats (Cirque forain. Clown et acrobates),Georges Rouault,French,Male,1871,1958,1924,1927,Prints & Illustrated Books
"The Singer Building, Twilight",Alvin Langdon Coburn,American,Male,1882,1966,1910,1910,Photography
Hulda,Walt Kuhn,American,Male,1877,1949,1927,1927,Prints & Illustrated Books
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
Plane Trees II,Ruth Asawa,American,Female,1926,2013,1965,1965,Prints & Illustrated Books
Figures,Frederick Edward McWilliam,British,Male,1909,1992,1956,1956,Prints & Illustrated Books
Dockings,Greg Colson,American,Male,1956,,1995,1995,Prints & Illustrated Books
"THE TAILOR'S FAMILY (MOTL, ZEJTL, AND THE CHILDREN), plate 25 (folio 30) from TEVIA THE MILKMAN, Volume I",Anatoli Lvovich Kaplan,Russian,Male,1902,1980,1957,1961,Prints & Illustrated Books
Jamaican Women,Emilio Sanchez,American,Male,1921,1999,1956,1956,Prints & Illustrated Books
Self-Pity,Louise Bourgeois,American,Female,1911,2010,2009,2009,Prints & Illustrated Books
"Stony Point, New York",Lee Friedlander,American,Male,1934,,1966,1966,Photography
Untitled (partial plate 6 from Look Up!),Louise Bourgeois,American,Female,1911,2010,2005,2005,Prints & Illustrated Books
PORTE DE BERCY. LES FOSSES DES FORTIFICATIONS,Eugène Atget,French,Male,1857,1927,1909,1909,Photography
Untitled from Campbell's Soup I,Andy Warhol,American,Male,1928,1987,1968,1968,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1860,1860,Photography
DDD drawing,Marco Maggi,Uruguayan,Male,1957,,2004,2004,Drawings
Untitled,Joseph Glasco,American,Male,1925,1996,1982,1982,Painting & Sculpture
Foxhole (Unterstand) from The War (Der Krieg),Otto Dix,German,Male,1891,1969,1924,1924,Prints & Illustrated Books
"Proof from preliminary block for DAPHNIS PUTS THE APPLE INTO CHLOE'S BOSOM (supplementary suite, plate 41) from DAPHNIS AND CHLOE",Aristide Maillol,French,Male,1861,1944,1937,1937,Prints & Illustrated Books
"PATIENCE - BANNERS OF MAY (plate, page 37) from LES ILLUMINATIONS",Fernand Léger,French,Male,1881,1955,1948,1950,Prints & Illustrated Books
"Iugo LEF. Zhurnal levogo fronta iskusstv iuga S.S.S.R., no. 2",Nikolai Sokolov,Russian,Male,1903,2000,1924,1924,Prints & Illustrated Books
Fourth table of plates (page 205) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,French,Male,1871,1958,1916,1932,Prints & Illustrated Books
Marja Cocktail Glass,Saara Hopea,Finnish,Female,1925,1984,1956,1956,Architecture & Design
Rebecca,Paul Strand,American,Male,1890,1976,1922,1922,Photography
"Interior near Copake, New York",Walker Evans,American,Male,1903,1975,1933,1933,Photography
The Nam,Fiona Banner,British,Female,1966,,1997,1997,Prints & Illustrated Books
"Sculpture Vivante (Living Sculpture), Festival of Misfits, Gallery One, London, October 23- November 8, 1962",Ben Vautier,French,Male,1935,,1962,1962,Prints & Illustrated Books
Untitled from Series of Twenty-two Photostats,Fred Sandback,American,Male,1943,2003,1982,1982,Prints & Illustrated Books
Duvar (The Wall),Yılmaz Güney,Turkish,Male,1937,1984,1983,1983,Film
Ruelle des Gobelins,Eugène Atget,French,Male,1857,1927,1925,1925,Photography
In-text plate (page 72) from OEUVRES,Gustave Doré,French,Male,1832,1883,1854,1854,Prints & Illustrated Books
Untitled,Ernest J. Bellocq,American,Male,1873,1949,1912,1912,Photography
Untitled from Moonstrips Empire News,Eduardo Paolozzi,British,Male,1924,2005,1967,1967,Prints & Illustrated Books
PR,Dan Christensen,American,Male,1942,2007,1967,1967,Painting & Sculpture
Untitled,Katsuhiro Yamaguchi,Japanese,Male,1928,,1962,1963,Painting & Sculpture
Scene from Michael Kramer (Szenenbild zu Michael Kramer),Emil Orlik,German,Male,1870,1932,1904,1904,Prints & Illustrated Books
Catalytic text: “I need you to help me make a sculpture.”,Ben Kinmont,American,Male,1963,,1992,1992,Prints & Illustrated Books
Palais des Invalides,Eugène Atget,French,Male,1857,1927,1908,1908,Photography
Plate (folio 11) from 20 ORIGINALRADIERUNGEN,Karl Bohrmann,German,Male,1928,1998,1967,1967,Prints & Illustrated Books
Plate (folio 8) from RE-SPIRA,Antonio Papasso,Italian,Male,1932,,1982,1982,Prints & Illustrated Books
"Sketchbook: El Golea, II",Jean Dubuffet,French,Male,1901,1985,1948,1948,Drawings
"Area Recently Cleared of Citrus Groves, Redlands, California",Robert Adams,American,Male,1937,,1982,1982,Photography
Shumit nochnoi marsel',Unknown,Nationality Unknown,Other/Unknown,,,1926,1926,Prints & Illustrated Books
In-text plate (page 106) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
Dr. H. P. Berlage letterhead (Letter to Jean Badovici),Unknown,Dutch,Other/Unknown,,,1924,1924,Architecture & Design
Tailpiece (page 60) from IMAGES D'UNE PETITE VILLE ARABE,Albert Marquet,French,Male,1875,1947,1947,1947,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1920,1920,Photography
6 SERIGRAPHS (6 seritypien),Richard Anuszkiewicz,American,Male,1930,,1965,1965,Prints & Illustrated Books
Encampment by the Tomb of the Christian,John B. Greene,American,Male,1832,1856,1855,1856,Photography
Der Rhein,Anselm Kiefer,German,Male,1945,,1983,1983,Prints & Illustrated Books
The Good Reputation Sleeping. (La buena fama durmiendo),Manuel Álvarez Bravo,Mexican,Male,1902,2002,1938,1939,Photography
Plate (page 31) from BAGATELLES VÉGÉTALES,Joan Miró,Spanish,Male,1893,1983,1956,1956,Prints & Illustrated Books
In-text plate (page 74) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
Double page plate (folios 3 verso and 4) from FOUNTAINHEAD,Kiki Smith,American,Female,1954,,1991,1991,Prints & Illustrated Books
Sculpture by Barbara Hepworth,Bill Brandt,British,Male,1904,1983,1960,1960,Photography
"Tugendhat House, Brno, Czech Republic, Plan, three elevations, section",Ludwig Mies van der Rohe,American,Male,1886,1969,1928,1930,Architecture & Design
Untitled,Gilles Peress,French,Male,1946,,1994,1994,Photography
"A Luta Continua, 1974",Stan Douglas,Canadian,Male,1960,,2012,2012,Photography
Hohlehner - Plastiken und Zeichnungen,Georg Schmid,Austrian,Male,1928,,1963,1963,Architecture & Design
Color separation (1) for The Antelope (L'Antilope) from the portfolio Spaces and Places (Aires et lieux) from Phenomena (Les Phénomènes),Jean Dubuffet,French,Male,1901,1985,1966,1966,Prints & Illustrated Books
"Passage Vandrezanne, Butte-aux-Cailles",Eugène Atget,French,Male,1857,1927,1900,1900,Photography
"Tubular-steel armchair, LR 36-102 (Elevation, plan, and sections, seat and back rest)",Lilly Reich,German,Female,1885,1947,1936,1936,Architecture & Design
Personages,Enrique Zañartu,Chilean,Male,1921,2000,1956,1956,Painting & Sculpture
"Dream Object (""I'm working on a psychedelic poster as part of a magazine but it may be too expensive to print, featuring kids in poses from the last supper at the bottom."")",Jim Shaw,American,Male,1952,,1999,1999,Drawings
Plate (folio 2) from BOOK,Stephen Antonakos,American,Male,1926,2013,1980,1985,Prints & Illustrated Books
Lincoln Kirstein,Henri Cartier-Bresson,French,Male,1908,2004,1964,1964,Photography
Detours (This is my vacation),Ester Partegàs,Spanish,Female,1972,,2002,2002,Drawings
Plate (folio 84) from LES TRAVAUX ET LES JEUX,André Derain,French,Male,1880,1954,1929,1929,Prints & Illustrated Books
Headpiece (page 88) from SAGESSE,Maurice Denis,French,Male,1870,1943,1889,1911,Prints & Illustrated Books
"""Mapan"" Glasses",Sergio Asti,Italian,Male,1926,,1970,1970,Architecture & Design
Gramavision,La Monte Young,American,Male,1935,,1987,1987,Fluxus Collection
"Main Street, Plains, Georgia",William Eggleston,American,Male,1939,,1976,1976,Photography
Painter [Anton Räderscheidt],August Sander,German,Male,1876,1964,1926,1926,Photography
"Variant of title page (supplementary suite, plate 2) from DIALOGUES DES COURTISANES",Aristide Maillol,French,Male,1861,1944,1944,1948,Prints & Illustrated Books
Untitled,Kristen Corinne Masri,American,Female,,,1970,1970,Photography
Negatives Leben,A.R. Penck (Ralf Winkler),German,Male,1939,2017,1974,1974,Drawings
The Guilty Girl Is Fragile,Louise Bourgeois,American,Female,1911,2010,2000,2000,Prints & Illustrated Books
"Celebrities, Tokyo",Daido Moriyama,Japanese,Male,1938,,1970,1970,Photography
Voice,Katsuhiro Yamaguchi,Japanese,Male,1928,,1963,1963,Painting & Sculpture
Untitled V,Joseph Beuys,German,Male,1921,1986,1949,1982,Painting & Sculpture
Positive Print,Ralph Maradiaga,American,Male,1934,1985,1971,1971,Prints & Illustrated Books
Untitled from Coyote Stories,Chris Burden,American,Male,1946,2015,2005,2005,Prints & Illustrated Books
PLANT from the series HOME BILLBOARDS,Les Levine,American,Male,1935,,1984,1984,Prints & Illustrated Books
33 Unfixed Sheets of Ceramic Substrate,Sam Lucente,American,Male,1958,,1981,1981,Architecture & Design
Cabbage (Red) from Stains,Edward Ruscha,American,Male,1937,,1969,1969,Prints & Illustrated Books
Edward Steichen,Gertrude Käsebier,American,Female,1852,1934,1901,1901,Photography
Untitled from American Abstract Artists,Arthur N. Christie,American,Other/Unknown,1891,1980,1937,1937,Prints & Illustrated Books
Plate (folio 20) from A BOOK OF BATTLES,Seymour Chwast,American,Male,1931,,1957,1957,Prints & Illustrated Books
(Untitled),Palle Nielson,Danish,Male,1920,2005,1955,1955,Prints & Illustrated Books
Ballet Positions. Illustrations for the primer Ballet Alphabet,Paul Cadmus,American,Male,1904,1999,1939,1939,Drawings
Plate (page 33) from LE SATIRICON,Othon Friesz,French,Male,1879,1949,1948,1949,Prints & Illustrated Books
Headpiece (page 239) from FABLES,Thomas Bewick,British,Male,1753,1828,1818,1818,Prints & Illustrated Books
Flashlights,Emilio Ambasz,Argentine,Male,1943,,1983,1983,Architecture & Design
Geography (Géographie) from the portfolio Earth and Water (La Terre et l'Eau) from Phenomena (Les Phénomènes),Jean Dubuffet,French,Male,1901,1985,1958,1958,Prints & Illustrated Books
Plate (facing page 2) from PARIS POEMS,Zao Wou-ki,French,Male,1920,2013,1950,1950,Prints & Illustrated Books
Unbound added drawing from LE SIÈGE DE L'AIR,Jean (Hans) Arp,French,Male,1886,1966,1946,1946,Prints & Illustrated Books
Untitled,José Antonio Suárez Londoño,Colombian,Male,1955,,2005,2007,Drawings
"Yellow Bus, Chongqing",Bertien van Manen,Dutch,Female,1942,,2001,2001,Photography
In-text plate (folio V) from 10 RADIERUNGEN,Karl Bohrmann,German,Male,1928,1998,1969,1969,Prints & Illustrated Books
KATSURA,Yuki Kimura,Japanese,Female,1971,,2012,2012,Photography
Accumulations,Louise Bourgeois,American,Female,1911,2010,2006,2006,Prints & Illustrated Books
"MR. B'S APARTMENT: OFFICE (after Louis Süe and André Mare; plate, page 119) from ARCHITECTURES",Jacques Villon,French,Male,1875,1963,1921,1921,Prints & Illustrated Books
Street Fair,Gordon Coster,American,Male,1906,1988,1940,1940,Photography
"Mike from ""Jobs""",Judith Joy Ross,American,Female,1946,,1990,1990,Photography
"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Perspective of unidentified exhibit)",Lilly Reich,German,Female,1885,1947,1931,1931,Architecture & Design
Roundabout,Nancy Holt,American,Female,1938,2014,1986,1986,Drawings
